,TimeSec,SleepLVL,HR
0,330,0,67.0
1,360,0,65.0
2,390,0,68.0
3,420,0,73.0
4,450,0,75.0
5,480,0,65.0
6,510,0,64.0
7,540,0,62.0
8,570,0,64.0
9,600,0,68.0
10,630,0,68.0
11,660,0,69.0
12,690,0,70.0
13,720,0,68.0
14,750,0,67.0
15,780,0,66.0
16,810,0,65.0
17,840,0,67.0
18,870,0,68.0
19,900,1,64.0
20,930,0,64.0
21,960,1,63.0
22,990,2,64.0
23,1020,2,61.0
24,1050,0,63.0
25,1080,1,64.0
26,1110,2,63.0
27,1140,2,61.0
28,1170,2,61.0
29,1200,2,56.0
30,1230,2,61.0
31,1260,2,62.0
32,1290,1,62.0
33,1320,2,61.0
34,1350,2,62.0
35,1380,1,60.0
36,1410,2,59.0
37,1440,2,62.0
38,1470,2,61.0
39,1500,2,64.0
40,1530,2,63.0
41,1560,2,62.0
42,1590,2,59.0
43,1620,2,61.0
44,1650,2,64.0
45,1680,2,63.0
46,1710,2,62.0
47,1740,2,62.0
48,1770,2,63.0
49,1800,2,63.0
50,1830,2,63.0
51,1860,2,64.0
52,1890,2,64.0
53,1920,2,64.0
54,1950,2,64.0
55,1980,2,63.0
56,2010,2,64.0
57,2040,2,63.0
58,2070,2,65.0
59,2100,2,64.0
60,2130,2,65.0
61,2160,2,65.0
62,2190,2,66.0
63,2220,2,66.0
64,2250,2,65.0
65,2280,2,74.0
66,2310,2,65.0
67,2340,2,66.0
68,2370,2,65.0
69,2400,2,65.0
70,2430,2,66.0
71,2460,2,64.0
72,2490,2,65.0
73,2520,2,67.0
74,2550,2,67.0
75,2580,2,66.0
76,2610,2,67.0
77,2640,2,67.0
78,2670,3,67.0
79,2700,3,67.0
80,2730,3,67.0
81,2760,3,68.0
82,2790,3,67.0
83,2820,3,68.0
84,2850,3,68.0
85,2880,3,68.0
86,2910,3,68.0
87,2940,3,66.0
88,2970,3,67.0
89,3000,3,67.0
90,3030,3,68.0
91,3060,3,68.0
92,3090,3,68.0
93,3120,3,68.0
94,3150,3,69.0
95,3180,3,69.0
96,3210,3,68.0
97,3240,3,68.0
98,3270,3,68.0
99,3300,3,70.0
100,3330,3,68.0
101,3360,3,68.0
102,3390,3,68.0
103,3420,3,68.0
104,3450,3,69.0
105,3480,3,68.0
106,3510,3,69.0
107,3540,3,69.0
108,3570,3,68.0
109,3600,3,70.0
110,3630,3,68.0
111,3660,3,69.0
112,3690,3,69.0
113,3720,3,70.0
114,3750,3,70.0
115,3780,3,70.0
116,3810,3,71.0
117,3840,3,71.0
118,3870,3,70.0
119,3900,3,70.0
120,3930,3,71.0
121,3960,3,69.0
122,3990,3,69.0
123,4020,3,70.0
124,4050,3,70.0
125,4080,3,70.0
126,4110,3,71.0
127,4140,3,70.0
128,4170,3,70.0
129,4200,3,69.0
130,4230,3,69.0
131,4260,3,70.0
132,4290,3,70.0
133,4320,3,69.0
134,4350,3,69.0
135,4380,3,70.0
136,4410,3,71.0
137,4440,3,70.0
138,4470,3,71.0
139,4500,3,71.0
140,4530,3,68.0
141,4560,3,70.0
142,4590,3,70.0
143,4620,3,70.0
144,4650,3,68.0
145,4680,3,70.0
146,4710,3,68.0
147,4740,3,69.0
148,4770,3,69.0
149,4800,3,72.0
150,4830,2,71.0
151,4860,2,70.0
152,4890,2,77.0
153,4920,2,72.0
154,4950,2,72.0
155,4980,0,71.0
156,5010,1,89.0
157,5040,2,74.0
158,5070,1,71.0
159,5100,2,82.0
160,5130,2,73.0
161,5160,2,71.0
162,5190,2,74.0
163,5220,2,72.0
164,5250,2,72.0
165,5280,2,72.0
166,5310,1,84.0
167,5340,2,89.0
168,5370,2,73.0
169,5400,2,73.0
170,5430,2,75.0
171,5460,2,73.0
172,5490,2,70.0
173,5520,2,74.0
174,5550,2,73.0
175,5580,2,71.0
176,5610,2,76.0
177,5640,2,75.0
178,5670,2,71.0
179,5700,2,74.0
180,5730,5,82.0
181,5760,5,75.0
182,5790,5,70.0
183,5820,5,78.0
184,5850,0,79.0
185,5880,5,94.0
186,5910,5,72.0
187,5940,5,72.0
188,5970,5,76.0
189,6000,5,76.0
190,6030,5,77.0
191,6060,5,80.0
192,6090,5,77.0
193,6120,5,74.0
194,6150,5,71.0
195,6180,5,73.0
196,6210,5,76.0
197,6240,5,82.0
198,6270,5,79.0
199,6300,5,77.0
200,6330,5,74.0
201,6360,5,80.0
202,6390,5,75.0
203,6420,5,75.0
204,6450,5,72.0
205,6480,5,75.0
206,6510,5,73.0
207,6540,5,71.0
208,6570,5,77.0
209,6600,2,74.0
210,6630,2,71.0
211,6660,2,68.0
212,6690,2,68.0
213,6720,2,72.0
214,6750,2,70.0
215,6780,2,70.0
216,6810,2,69.0
217,6840,2,71.0
218,6870,2,66.0
219,6900,2,68.0
